,zip_code,都,区,町,Prefecture,District,Area,lat,long
1136,1056390,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（地階,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(C,,
1137,1056301,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１階,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1138,1056302,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２階,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1139,1056303,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（３階,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(3,,
1140,1056304,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（４階,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(4,,
1141,1056305,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（５階,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(5,,
1142,1056306,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（６階,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(6,,
1143,1056307,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（７階,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(7,,
1144,1056308,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（８階,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(8,,
1145,1056309,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（９階,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(9,,
1146,1056310,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１０,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1147,1056311,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１１,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1148,1056312,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１２,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1149,1056313,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１３,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1150,1056314,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１４,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1151,1056315,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１５,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1152,1056316,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１６,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1153,1056317,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１７,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1154,1056318,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１８,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1155,1056319,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（１９,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(1,,
1156,1056320,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２０,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1157,1056321,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２１,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1158,1056322,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２２,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1159,1056323,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２３,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1160,1056324,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２４,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1161,1056325,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２５,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1162,1056326,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２６,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1163,1056327,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２７,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1164,1056328,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２８,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1165,1056329,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（２９,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(2,,
1166,1056330,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（３０,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(3,,
1167,1056331,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（３１,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(3,,
1168,1056332,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（３２,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(3,,
1169,1056333,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（３３,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(3,,
1170,1056334,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（３４,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(3,,
1171,1056335,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（３５,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(3,,
1172,1056336,東京都,港区,虎ノ門　虎ノ門ヒルズ森タワー（３６,TOKYO TO,MINATO KU,TORANOMON TORANOMONHIRUZUMORITAWA(3,,
1173,1060031,東京都,港区,西麻布,TOKYO TO,MINATO KU,NISHIAZABU,35.6582556,139.7238813
1174,1050003,東京都,港区,西新橋,TOKYO TO,MINATO KU,NISHISHIMBASHI,35.6672558,139.7534233
1175,1050013,東京都,港区,浜松町　（次のビルを除く）,TOKYO TO,MINATO KU,HAMAMATSUCHO (TSUGINOBIRUONOZOKU),,
1176,1056190,東京都,港区,浜松町　世界貿易センタービル（地階,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(CH,,
1177,1056101,東京都,港区,浜松町　世界貿易センタービル（１階,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(1-,,
1178,1056102,東京都,港区,浜松町　世界貿易センタービル（２階,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(2-,,
1179,1056103,東京都,港区,浜松町　世界貿易センタービル（３階,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(3-,,
1180,1056104,東京都,港区,浜松町　世界貿易センタービル（４階,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(4-,,
1181,1056105,東京都,港区,浜松町　世界貿易センタービル（５階,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(5-,,
1182,1056106,東京都,港区,浜松町　世界貿易センタービル（６階,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(6-,,
1183,1056107,東京都,港区,浜松町　世界貿易センタービル（７階,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(7-,,
1184,1056108,東京都,港区,浜松町　世界貿易センタービル（８階,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(8-,,
1185,1056109,東京都,港区,浜松町　世界貿易センタービル（９階,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(9-,,
1186,1056110,東京都,港区,浜松町　世界貿易センタービル（１０,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(10,,
1187,1056111,東京都,港区,浜松町　世界貿易センタービル（１１,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(11,,
1188,1056112,東京都,港区,浜松町　世界貿易センタービル（１２,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(12,,
1189,1056113,東京都,港区,浜松町　世界貿易センタービル（１３,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(13,,
1190,1056114,東京都,港区,浜松町　世界貿易センタービル（１４,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(14,,
1191,1056115,東京都,港区,浜松町　世界貿易センタービル（１５,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(15,,
1192,1056116,東京都,港区,浜松町　世界貿易センタービル（１６,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(16,,
1193,1056117,東京都,港区,浜松町　世界貿易センタービル（１７,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(17,,
1194,1056118,東京都,港区,浜松町　世界貿易センタービル（１８,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(18,,
1195,1056119,東京都,港区,浜松町　世界貿易センタービル（１９,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(19,,
1196,1056120,東京都,港区,浜松町　世界貿易センタービル（２０,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(20,,
1197,1056121,東京都,港区,浜松町　世界貿易センタービル（２１,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(21,,
1198,1056122,東京都,港区,浜松町　世界貿易センタービル（２２,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(22,,
1199,1056123,東京都,港区,浜松町　世界貿易センタービル（２３,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(23,,
1200,1056124,東京都,港区,浜松町　世界貿易センタービル（２４,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(24,,
1201,1056125,東京都,港区,浜松町　世界貿易センタービル（２５,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(25,,
1202,1056126,東京都,港区,浜松町　世界貿易センタービル（２６,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(26,,
1203,1056127,東京都,港区,浜松町　世界貿易センタービル（２７,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(27,,
1204,1056128,東京都,港区,浜松町　世界貿易センタービル（２８,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(28,,
1205,1056129,東京都,港区,浜松町　世界貿易センタービル（２９,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(29,,
1206,1056130,東京都,港区,浜松町　世界貿易センタービル（３０,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(30,,
1207,1056131,東京都,港区,浜松町　世界貿易センタービル（３１,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(31,,
1208,1056132,東京都,港区,浜松町　世界貿易センタービル（３２,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(32,,
1209,1056133,東京都,港区,浜松町　世界貿易センタービル（３３,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(33,,
1210,1056134,東京都,港区,浜松町　世界貿易センタービル（３４,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(34,,
1211,1056135,東京都,港区,浜松町　世界貿易センタービル（３５,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(35,,
1212,1056136,東京都,港区,浜松町　世界貿易センタービル（３６,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(36,,
1213,1056137,東京都,港区,浜松町　世界貿易センタービル（３７,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(37,,
1214,1056138,東京都,港区,浜松町　世界貿易センタービル（３８,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(38,,
1215,1056139,東京都,港区,浜松町　世界貿易センタービル（３９,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(39,,
1216,1056140,東京都,港区,浜松町　世界貿易センタービル（４０,TOKYO TO,MINATO KU,HAMAMATSUCHO SEKAIBOEKISENTABIRU(40,,
1217,1060044,東京都,港区,東麻布,TOKYO TO,MINATO KU,HIGASHIAZABU,,
1218,1050021,東京都,港区,東新橋　（次のビルを除く）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI (TSUGINOBIRUONOZOK,,
1219,1057190,東京都,港区,東新橋　汐留シティセンター（地階・,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1220,1057101,東京都,港区,東新橋　汐留シティセンター（１階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1221,1057102,東京都,港区,東新橋　汐留シティセンター（２階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1222,1057103,東京都,港区,東新橋　汐留シティセンター（３階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1223,1057104,東京都,港区,東新橋　汐留シティセンター（４階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1224,1057105,東京都,港区,東新橋　汐留シティセンター（５階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1225,1057106,東京都,港区,東新橋　汐留シティセンター（６階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1226,1057107,東京都,港区,東新橋　汐留シティセンター（７階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1227,1057108,東京都,港区,東新橋　汐留シティセンター（８階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1228,1057109,東京都,港区,東新橋　汐留シティセンター（９階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1229,1057110,東京都,港区,東新橋　汐留シティセンター（１０階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1230,1057111,東京都,港区,東新橋　汐留シティセンター（１１階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1231,1057112,東京都,港区,東新橋　汐留シティセンター（１２階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1232,1057113,東京都,港区,東新橋　汐留シティセンター（１３階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1233,1057114,東京都,港区,東新橋　汐留シティセンター（１４階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1234,1057115,東京都,港区,東新橋　汐留シティセンター（１５階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1235,1057116,東京都,港区,東新橋　汐留シティセンター（１６階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1236,1057117,東京都,港区,東新橋　汐留シティセンター（１７階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1237,1057118,東京都,港区,東新橋　汐留シティセンター（１８階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1238,1057119,東京都,港区,東新橋　汐留シティセンター（１９階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1239,1057120,東京都,港区,東新橋　汐留シティセンター（２０階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1240,1057121,東京都,港区,東新橋　汐留シティセンター（２１階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1241,1057122,東京都,港区,東新橋　汐留シティセンター（２２階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1242,1057123,東京都,港区,東新橋　汐留シティセンター（２３階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1243,1057124,東京都,港区,東新橋　汐留シティセンター（２４階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1244,1057125,東京都,港区,東新橋　汐留シティセンター（２５階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1245,1057126,東京都,港区,東新橋　汐留シティセンター（２６階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1246,1057127,東京都,港区,東新橋　汐留シティセンター（２７階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1247,1057128,東京都,港区,東新橋　汐留シティセンター（２８階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1248,1057129,東京都,港区,東新橋　汐留シティセンター（２９階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1249,1057130,東京都,港区,東新橋　汐留シティセンター（３０階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1250,1057131,東京都,港区,東新橋　汐留シティセンター（３１階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1251,1057132,東京都,港区,東新橋　汐留シティセンター（３２階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1252,1057133,東京都,港区,東新橋　汐留シティセンター（３３階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1253,1057134,東京都,港区,東新橋　汐留シティセンター（３４階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1254,1057135,東京都,港区,東新橋　汐留シティセンター（３５階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1255,1057136,東京都,港区,東新橋　汐留シティセンター（３６階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1256,1057137,東京都,港区,東新橋　汐留シティセンター（３７階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1257,1057138,東京都,港区,東新橋　汐留シティセンター（３８階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1258,1057139,東京都,港区,東新橋　汐留シティセンター（３９階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1259,1057140,東京都,港区,東新橋　汐留シティセンター（４０階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1260,1057141,東京都,港区,東新橋　汐留シティセンター（４１階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1261,1057142,東京都,港区,東新橋　汐留シティセンター（４２階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1262,1057143,東京都,港区,東新橋　汐留シティセンター（４３階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMESHITEISENT,,
1263,1057290,東京都,港区,東新橋　汐留メディアタワー（地階・,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1264,1057201,東京都,港区,東新橋　汐留メディアタワー（１階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1265,1057202,東京都,港区,東新橋　汐留メディアタワー（２階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1266,1057203,東京都,港区,東新橋　汐留メディアタワー（３階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1267,1057204,東京都,港区,東新橋　汐留メディアタワー（４階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1268,1057205,東京都,港区,東新橋　汐留メディアタワー（５階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1269,1057206,東京都,港区,東新橋　汐留メディアタワー（６階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1270,1057207,東京都,港区,東新橋　汐留メディアタワー（７階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1271,1057208,東京都,港区,東新橋　汐留メディアタワー（８階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1272,1057209,東京都,港区,東新橋　汐留メディアタワー（９階）,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1273,1057210,東京都,港区,東新橋　汐留メディアタワー（１０階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1274,1057211,東京都,港区,東新橋　汐留メディアタワー（１１階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1275,1057212,東京都,港区,東新橋　汐留メディアタワー（１２階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1276,1057213,東京都,港区,東新橋　汐留メディアタワー（１３階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1277,1057214,東京都,港区,東新橋　汐留メディアタワー（１４階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1278,1057215,東京都,港区,東新橋　汐留メディアタワー（１５階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1279,1057216,東京都,港区,東新橋　汐留メディアタワー（１６階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1280,1057217,東京都,港区,東新橋　汐留メディアタワー（１７階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1281,1057218,東京都,港区,東新橋　汐留メディアタワー（１８階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1282,1057219,東京都,港区,東新橋　汐留メディアタワー（１９階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1283,1057220,東京都,港区,東新橋　汐留メディアタワー（２０階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1284,1057221,東京都,港区,東新橋　汐留メディアタワー（２１階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1285,1057222,東京都,港区,東新橋　汐留メディアタワー（２２階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
1286,1057223,東京都,港区,東新橋　汐留メディアタワー（２３階,TOKYO TO,MINATO KU,HIGASHISHIMBASHI SHIODOMEMEDEIATAWA,,
