,zip_code,都,区,町,Prefecture,District,Area,lat,long
1672,1630706,東京都,新宿区,西新宿　小田急第一生命ビル（６階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1673,1630707,東京都,新宿区,西新宿　小田急第一生命ビル（７階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1674,1630708,東京都,新宿区,西新宿　小田急第一生命ビル（８階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1675,1630709,東京都,新宿区,西新宿　小田急第一生命ビル（９階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1676,1630710,東京都,新宿区,西新宿　小田急第一生命ビル（１０階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1677,1630711,東京都,新宿区,西新宿　小田急第一生命ビル（１１階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1678,1630712,東京都,新宿区,西新宿　小田急第一生命ビル（１２階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1679,1630713,東京都,新宿区,西新宿　小田急第一生命ビル（１３階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1680,1630714,東京都,新宿区,西新宿　小田急第一生命ビル（１４階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1681,1630715,東京都,新宿区,西新宿　小田急第一生命ビル（１５階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1682,1630716,東京都,新宿区,西新宿　小田急第一生命ビル（１６階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1683,1630717,東京都,新宿区,西新宿　小田急第一生命ビル（１７階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1684,1630718,東京都,新宿区,西新宿　小田急第一生命ビル（１８階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1685,1630719,東京都,新宿区,西新宿　小田急第一生命ビル（１９階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1686,1630720,東京都,新宿区,西新宿　小田急第一生命ビル（２０階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1687,1630721,東京都,新宿区,西新宿　小田急第一生命ビル（２１階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1688,1630722,東京都,新宿区,西新宿　小田急第一生命ビル（２２階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1689,1630723,東京都,新宿区,西新宿　小田急第一生命ビル（２３階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1690,1630724,東京都,新宿区,西新宿　小田急第一生命ビル（２４階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1691,1630725,東京都,新宿区,西新宿　小田急第一生命ビル（２５階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1692,1630726,東京都,新宿区,西新宿　小田急第一生命ビル（２６階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU ODAKYU DAIICHISEIMEIB,,
1693,1631390,東京都,新宿区,西新宿　新宿アイランドタワー（地階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1694,1631301,東京都,新宿区,西新宿　新宿アイランドタワー（１階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1695,1631302,東京都,新宿区,西新宿　新宿アイランドタワー（２階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1696,1631303,東京都,新宿区,西新宿　新宿アイランドタワー（３階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1697,1631304,東京都,新宿区,西新宿　新宿アイランドタワー（４階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1698,1631305,東京都,新宿区,西新宿　新宿アイランドタワー（５階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1699,1631306,東京都,新宿区,西新宿　新宿アイランドタワー（６階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1700,1631307,東京都,新宿区,西新宿　新宿アイランドタワー（７階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1701,1631308,東京都,新宿区,西新宿　新宿アイランドタワー（８階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1702,1631309,東京都,新宿区,西新宿　新宿アイランドタワー（９階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1703,1631310,東京都,新宿区,西新宿　新宿アイランドタワー（１０,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1704,1631311,東京都,新宿区,西新宿　新宿アイランドタワー（１１,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1705,1631312,東京都,新宿区,西新宿　新宿アイランドタワー（１２,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1706,1631313,東京都,新宿区,西新宿　新宿アイランドタワー（１３,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1707,1631314,東京都,新宿区,西新宿　新宿アイランドタワー（１４,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1708,1631315,東京都,新宿区,西新宿　新宿アイランドタワー（１５,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1709,1631316,東京都,新宿区,西新宿　新宿アイランドタワー（１６,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1710,1631317,東京都,新宿区,西新宿　新宿アイランドタワー（１７,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1711,1631318,東京都,新宿区,西新宿　新宿アイランドタワー（１８,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1712,1631319,東京都,新宿区,西新宿　新宿アイランドタワー（１９,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1713,1631320,東京都,新宿区,西新宿　新宿アイランドタワー（２０,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1714,1631321,東京都,新宿区,西新宿　新宿アイランドタワー（２１,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1715,1631322,東京都,新宿区,西新宿　新宿アイランドタワー（２２,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1716,1631323,東京都,新宿区,西新宿　新宿アイランドタワー（２３,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1717,1631324,東京都,新宿区,西新宿　新宿アイランドタワー（２４,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1718,1631325,東京都,新宿区,西新宿　新宿アイランドタワー（２５,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1719,1631326,東京都,新宿区,西新宿　新宿アイランドタワー（２６,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1720,1631327,東京都,新宿区,西新宿　新宿アイランドタワー（２７,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1721,1631328,東京都,新宿区,西新宿　新宿アイランドタワー（２８,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1722,1631329,東京都,新宿区,西新宿　新宿アイランドタワー（２９,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1723,1631330,東京都,新宿区,西新宿　新宿アイランドタワー（３０,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1724,1631331,東京都,新宿区,西新宿　新宿アイランドタワー（３１,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1725,1631332,東京都,新宿区,西新宿　新宿アイランドタワー（３２,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1726,1631333,東京都,新宿区,西新宿　新宿アイランドタワー（３３,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1727,1631334,東京都,新宿区,西新宿　新宿アイランドタワー（３４,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1728,1631335,東京都,新宿区,西新宿　新宿アイランドタワー（３５,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1729,1631336,東京都,新宿区,西新宿　新宿アイランドタワー（３６,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1730,1631337,東京都,新宿区,西新宿　新宿アイランドタワー（３７,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1731,1631338,東京都,新宿区,西新宿　新宿アイランドタワー（３８,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1732,1631339,東京都,新宿区,西新宿　新宿アイランドタワー（３９,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1733,1631340,東京都,新宿区,西新宿　新宿アイランドタワー（４０,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1734,1631341,東京都,新宿区,西新宿　新宿アイランドタワー（４１,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1735,1631342,東京都,新宿区,西新宿　新宿アイランドタワー（４２,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1736,1631343,東京都,新宿区,西新宿　新宿アイランドタワー（４３,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1737,1631344,東京都,新宿区,西新宿　新宿アイランドタワー（４４,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU AIRANDOTAWA(,,
1738,1630890,東京都,新宿区,西新宿　新宿ＮＳビル（地階・階層不,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(C,,
1739,1630801,東京都,新宿区,西新宿　新宿ＮＳビル（１階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1740,1630802,東京都,新宿区,西新宿　新宿ＮＳビル（２階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1741,1630803,東京都,新宿区,西新宿　新宿ＮＳビル（３階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(3,,
1742,1630804,東京都,新宿区,西新宿　新宿ＮＳビル（４階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(4,,
1743,1630805,東京都,新宿区,西新宿　新宿ＮＳビル（５階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(5,,
1744,1630806,東京都,新宿区,西新宿　新宿ＮＳビル（６階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(6,,
1745,1630807,東京都,新宿区,西新宿　新宿ＮＳビル（７階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(7,,
1746,1630808,東京都,新宿区,西新宿　新宿ＮＳビル（８階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(8,,
1747,1630809,東京都,新宿区,西新宿　新宿ＮＳビル（９階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(9,,
1748,1630810,東京都,新宿区,西新宿　新宿ＮＳビル（１０階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1749,1630811,東京都,新宿区,西新宿　新宿ＮＳビル（１１階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1750,1630812,東京都,新宿区,西新宿　新宿ＮＳビル（１２階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1751,1630813,東京都,新宿区,西新宿　新宿ＮＳビル（１３階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1752,1630814,東京都,新宿区,西新宿　新宿ＮＳビル（１４階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1753,1630815,東京都,新宿区,西新宿　新宿ＮＳビル（１５階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1754,1630816,東京都,新宿区,西新宿　新宿ＮＳビル（１６階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1755,1630817,東京都,新宿区,西新宿　新宿ＮＳビル（１７階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1756,1630818,東京都,新宿区,西新宿　新宿ＮＳビル（１８階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1757,1630819,東京都,新宿区,西新宿　新宿ＮＳビル（１９階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(1,,
1758,1630820,東京都,新宿区,西新宿　新宿ＮＳビル（２０階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1759,1630821,東京都,新宿区,西新宿　新宿ＮＳビル（２１階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1760,1630822,東京都,新宿区,西新宿　新宿ＮＳビル（２２階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1761,1630823,東京都,新宿区,西新宿　新宿ＮＳビル（２３階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1762,1630824,東京都,新宿区,西新宿　新宿ＮＳビル（２４階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1763,1630825,東京都,新宿区,西新宿　新宿ＮＳビル（２５階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1764,1630826,東京都,新宿区,西新宿　新宿ＮＳビル（２６階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1765,1630827,東京都,新宿区,西新宿　新宿ＮＳビル（２７階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1766,1630828,東京都,新宿区,西新宿　新宿ＮＳビル（２８階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1767,1630829,東京都,新宿区,西新宿　新宿ＮＳビル（２９階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(2,,
1768,1630830,東京都,新宿区,西新宿　新宿ＮＳビル（３０階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ENUESUBIRU(3,,
1769,1631590,東京都,新宿区,西新宿　新宿エルタワー（地階・階層,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(CHIK,,
1770,1631501,東京都,新宿区,西新宿　新宿エルタワー（１階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(1-KA,,
1771,1631502,東京都,新宿区,西新宿　新宿エルタワー（２階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(2-KA,,
1772,1631503,東京都,新宿区,西新宿　新宿エルタワー（３階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(3-KA,,
1773,1631504,東京都,新宿区,西新宿　新宿エルタワー（４階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(4-KA,,
1774,1631505,東京都,新宿区,西新宿　新宿エルタワー（５階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(5-KA,,
1775,1631506,東京都,新宿区,西新宿　新宿エルタワー（６階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(6-KA,,
1776,1631507,東京都,新宿区,西新宿　新宿エルタワー（７階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(7-KA,,
1777,1631508,東京都,新宿区,西新宿　新宿エルタワー（８階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(8-KA,,
1778,1631509,東京都,新宿区,西新宿　新宿エルタワー（９階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(9-KA,,
1779,1631510,東京都,新宿区,西新宿　新宿エルタワー（１０階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(10-K,,
1780,1631511,東京都,新宿区,西新宿　新宿エルタワー（１１階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(11-K,,
1781,1631512,東京都,新宿区,西新宿　新宿エルタワー（１２階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(12-K,,
1782,1631513,東京都,新宿区,西新宿　新宿エルタワー（１３階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(13-K,,
1783,1631514,東京都,新宿区,西新宿　新宿エルタワー（１４階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(14-K,,
1784,1631515,東京都,新宿区,西新宿　新宿エルタワー（１５階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(15-K,,
1785,1631516,東京都,新宿区,西新宿　新宿エルタワー（１６階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(16-K,,
1786,1631517,東京都,新宿区,西新宿　新宿エルタワー（１７階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(17-K,,
1787,1631518,東京都,新宿区,西新宿　新宿エルタワー（１８階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(18-K,,
1788,1631519,東京都,新宿区,西新宿　新宿エルタワー（１９階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(19-K,,
1789,1631520,東京都,新宿区,西新宿　新宿エルタワー（２０階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(20-K,,
1790,1631521,東京都,新宿区,西新宿　新宿エルタワー（２１階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(21-K,,
1791,1631522,東京都,新宿区,西新宿　新宿エルタワー（２２階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(22-K,,
1792,1631523,東京都,新宿区,西新宿　新宿エルタワー（２３階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(23-K,,
1793,1631524,東京都,新宿区,西新宿　新宿エルタワー（２４階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(24-K,,
1794,1631525,東京都,新宿区,西新宿　新宿エルタワー（２５階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(25-K,,
1795,1631526,東京都,新宿区,西新宿　新宿エルタワー（２６階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(26-K,,
1796,1631527,東京都,新宿区,西新宿　新宿エルタワー（２７階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(27-K,,
1797,1631528,東京都,新宿区,西新宿　新宿エルタワー（２８階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(28-K,,
1798,1631529,東京都,新宿区,西新宿　新宿エルタワー（２９階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(29-K,,
1799,1631530,東京都,新宿区,西新宿　新宿エルタワー（３０階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(30-K,,
1800,1631531,東京都,新宿区,西新宿　新宿エルタワー（３１階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU ERUTAWA(31-K,,
1801,1631190,東京都,新宿区,西新宿　新宿スクエアタワー（地階・,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(C,,
1802,1631101,東京都,新宿区,西新宿　新宿スクエアタワー（１階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1803,1631102,東京都,新宿区,西新宿　新宿スクエアタワー（２階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1804,1631103,東京都,新宿区,西新宿　新宿スクエアタワー（３階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(3,,
1805,1631104,東京都,新宿区,西新宿　新宿スクエアタワー（４階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(4,,
1806,1631105,東京都,新宿区,西新宿　新宿スクエアタワー（５階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(5,,
1807,1631106,東京都,新宿区,西新宿　新宿スクエアタワー（６階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(6,,
1808,1631107,東京都,新宿区,西新宿　新宿スクエアタワー（７階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(7,,
1809,1631108,東京都,新宿区,西新宿　新宿スクエアタワー（８階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(8,,
1810,1631109,東京都,新宿区,西新宿　新宿スクエアタワー（９階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(9,,
1811,1631110,東京都,新宿区,西新宿　新宿スクエアタワー（１０階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1812,1631111,東京都,新宿区,西新宿　新宿スクエアタワー（１１階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1813,1631112,東京都,新宿区,西新宿　新宿スクエアタワー（１２階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1814,1631113,東京都,新宿区,西新宿　新宿スクエアタワー（１３階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1815,1631114,東京都,新宿区,西新宿　新宿スクエアタワー（１４階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1816,1631115,東京都,新宿区,西新宿　新宿スクエアタワー（１５階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1817,1631116,東京都,新宿区,西新宿　新宿スクエアタワー（１６階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1818,1631117,東京都,新宿区,西新宿　新宿スクエアタワー（１７階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1819,1631118,東京都,新宿区,西新宿　新宿スクエアタワー（１８階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1820,1631119,東京都,新宿区,西新宿　新宿スクエアタワー（１９階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(1,,
1821,1631120,東京都,新宿区,西新宿　新宿スクエアタワー（２０階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1822,1631121,東京都,新宿区,西新宿　新宿スクエアタワー（２１階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1823,1631122,東京都,新宿区,西新宿　新宿スクエアタワー（２２階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1824,1631123,東京都,新宿区,西新宿　新宿スクエアタワー（２３階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1825,1631124,東京都,新宿区,西新宿　新宿スクエアタワー（２４階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1826,1631125,東京都,新宿区,西新宿　新宿スクエアタワー（２５階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1827,1631126,東京都,新宿区,西新宿　新宿スクエアタワー（２６階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1828,1631127,東京都,新宿区,西新宿　新宿スクエアタワー（２７階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1829,1631128,東京都,新宿区,西新宿　新宿スクエアタワー（２８階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1830,1631129,東京都,新宿区,西新宿　新宿スクエアタワー（２９階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(2,,
1831,1631130,東京都,新宿区,西新宿　新宿スクエアタワー（３０階,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUKUEATAWA(3,,
1832,1630290,東京都,新宿区,西新宿　新宿住友ビル（地階・階層不,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUMITOMOBIRU,,
1833,1630201,東京都,新宿区,西新宿　新宿住友ビル（１階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUMITOMOBIRU,,
1834,1630202,東京都,新宿区,西新宿　新宿住友ビル（２階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUMITOMOBIRU,,
1835,1630203,東京都,新宿区,西新宿　新宿住友ビル（３階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUMITOMOBIRU,,
1836,1630204,東京都,新宿区,西新宿　新宿住友ビル（４階）,TOKYO TO,SHINJUKU KU,NISHISHINJUKU SHINJUKU SUMITOMOBIRU,,
